24.183936,120.612746
24.183153,120.613296
24.182935,120.613291
24.183028,120.613524
24.18303,120.612521
24.1827,120.612269
24.182808,120.61159
24.182509,120.611515
24.181783,120.611802
24.180818,120.610474
24.180779,120.610828
24.18065,120.609812
24.180493,120.610461
24.180503,120.610831
24.18008,120.609562
24.179918,120.610689
24.179987,120.611681
24.179659,120.611526
24.177383,120.60916
24.181058,120.608999
24.181376,120.608361
24.181386,120.608184
24.181934,120.604788
24.179933,120.605695
24.179546,120.605544
24.179223,120.606033
24.178748,120.605571
24.180133,120.604252
24.180202,120.601505
24.179385,120.603173
24.179492,120.602224
24.179355,120.60216
24.1790572,120.6017621
24.178915,120.601945
24.178724,120.60217
24.178915,120.602438
24.178577,120.603055
24.178739,120.603978
24.178572,120.604316
24.178479,120.604756
24.179928,120.600716
24.179688,120.600223
24.179561,120.60047
24.179267,120.601151
24.178983,120.601183
24.178631,120.601339
24.178665,120.601553
24.178773,120.600883
24.17913,120.599585
24.178763,120.599864
24.180711,120.599204
24.179854,120.599536
24.180222,120.600121
24.180099,120.599729
24.179903,120.599746
24.179752,120.599719
24.180549,120.59988
24.17915,120.598608
24.180236,120.598458
24.181244,120.595792
24.180843,120.596404
24.180549,120.596221
24.18028,120.595905
24.179732,120.596135
24.180197,120.596489
24.18004,120.597096
24.181166,120.597074
24.180515,120.597616
24.180848,120.598501
24.180143,120.597777
24.179546,120.597884
24.179429,120.597251
24.179252,120.597986
24.179169,120.597825
24.178704,120.599402
24.178151,120.599392
24.178029,120.59907
24.177828,120.59929
24.177696,120.598823
24.17822,120.598088
24.178176,120.597788
24.178161,120.597519
24.178357,120.597289
24.178641,120.597096
24.178817,120.59724
24.178983,120.596114
24.179145,120.596452
24.180579,120.595395
24.180912,120.595395
24.179889,120.595095
24.181685,120.595851
24.181778,120.596049
24.181978,120.595148
24.181827,120.595229
24.181132,120.593802
24.181009,120.594038
24.181322,120.594097
24.181616,120.593909
24.181592,120.594322
24.182238,120.592879
24.181445,120.592756
24.181117,120.592552
24.180926,120.59267
24.17774,120.602127
24.17796,120.603248
24.180525,120.600883
24.181176,120.600614
24.181577,120.600947
24.181572,120.601596
24.181195,120.601704
24.182688,120.603216
24.182531,120.602685
24.182316,120.602782
24.175641,120.609895
24.174486,120.611912
24.1828445,120.6063223
24.1814938,120.5973315
24.1785771,120.5985868
24.1783422,120.5987585
24.1781171,120.5985009
24.1810142,120.6032968
24.1787729,120.6004214
24.1824334,120.6024277
24.178582,120.60504
