25.038222,121.616905
25.038994,121.61718
25.039063,121.6118
25.039218,121.617117
25.039326,121.611945
25.03953,121.615817
25.039547,121.618039
25.039762,121.616275
25.039784,121.617726
25.039901,121.613203
25.039937,121.616464
25.040232,121.61504
25.040235,121.615308
25.040344,121.611531
25.040426,121.618331
25.040477,121.617779
25.040612,121.616115
25.040698,121.611852
25.040787,121.614168
25.04095,121.610953
25.041015,121.612787
25.041058,121.614661
25.041107,121.611697
25.041111,121.613476
25.041183,121.61612
25.04127,121.612389
25.041278,121.616532
25.041329,121.613976
25.04167,121.615776
25.041704,121.613169
25.041735,121.617708
25.041953,121.616689
25.041957,121.612348
25.041964,121.617369
25.042081,121.611552
25.04209,121.614479
25.042117,121.615829
25.042175,121.617014
25.042299,121.614806
25.042388,121.615422
25.042534,121.612105
25.042545,121.612816
25.042556,121.614021
25.042721,121.614215
25.042887,121.616513
25.042932,121.617131
25.043048,121.615538
25.04309,121.614585
25.043224,121.613965
25.043273,121.615034
25.043559,121.618766
25.043918,121.613114
25.043944,121.615975
25.044164,121.617607
25.044192,121.613932
25.044593,121.617499
25.044683,121.61558
25.044693,121.617927
25.044765,121.61492
25.044962,121.616604
25.044968,121.618
25.045012,121.617613
25.045313,121.61369
25.045317,121.615551
25.04555,121.61452
25.045685,121.615714
25.045709,121.615401
25.045803,121.613219
25.046229,121.618746
25.046317,121.612372
25.046414,121.61264
25.046481,121.613753
25.046566,121.615407
25.046649,121.615841
25.046782,121.613311
25.046824,121.616726
25.047012,121.614265
25.047171,121.615357
25.047187,121.613656
25.047261,121.616421
25.047352,121.618821
