24.784986,120.987707
24.786078,120.988602
24.787243,120.990867
24.786324,120.990057
24.786752,120.988174
24.78671,120.988469
24.787079,120.991557
24.786544,120.988197
24.78692,120.99035
24.788233,120.991405
24.787218,120.992308
24.79206,120.990078
24.789568,120.989233
24.789845,120.990567
24.788268,120.992498
24.790195,120.989228
24.789721,120.990139
24.788473,120.991641
24.792761,120.990326
24.792441,120.990165
24.791,120.989865
24.789461,120.991348
24.79159,120.989764
24.787454,120.991653
24.795164,120.989748
24.787877,120.990612
24.78926,120.989807
24.789313,120.993292
24.790249,120.990263
24.790342,120.989626
24.790872,120.992115
24.7922,120.991875
24.792469,120.990737
24.791738,120.992142
24.790471,120.990592
24.790107,120.992402
24.791338,120.993232
24.791546,120.993186
24.790223,120.991403
24.79552,120.992315
24.79261,120.991959
24.796872,120.991247
24.793926,120.993083
24.794155,120.991388
24.793212,120.991028
24.793563,120.990749
24.795013,120.992725
24.793486,120.991225
24.7964,120.991791
24.795455,120.993244
24.794841,120.990952
24.79505,120.9913
24.794263,120.992474
24.796457,120.990561
24.793238,120.993192
24.794586,120.993349
24.793582,120.992187
24.793977,120.992345
24.797394,120.995754
24.794665,120.994561
24.794167,120.993445
24.792116,120.99501
24.79374,120.993546
24.790535,120.993372
24.795471,120.996221
24.793091,120.994346
24.796155,120.993437
24.793397,120.994793
24.791698,120.994646
24.792037,120.995864
24.79299,120.996136
24.795478,120.99477
24.794693,120.993967
24.793862,120.99435
24.790592,120.995401
24.791204,120.993388
24.790661,120.994713
24.791078,120.995964
24.794917,120.995231
24.796371,120.99416
24.795409,120.995109
24.79523,120.996204
24.795342,120.993622
24.794478,120.995979
24.793591,120.995125
24.792687,120.993586
24.796281,120.995308
24.795847,120.995425
24.792498,120.993944
24.791345,120.995269
24.796644,120.994647
24.797086,120.996333
24.7966,120.996791
24.796308,120.997317
24.790848,120.997357
24.792294,120.996332
24.794257,120.996296
24.795804,120.996511
24.791122,120.996803
